Rank,Region Operation,State,Locid,City,Airport Name,S/L,Hub,CY 17 Enplanements,CY 16 Enplanements,% Change
1341,Southwest,Arkansas,CRT,Crossett,Z M Jack Stell Field,GA,None,1,0,0.00%
1352,Southwest,Arkansas,LLQ,Monticello,Monticello Municipal/Ellis Field,GA,None,1,0,0.00%
256,Western Pacific,American Samoa,PPG,Pago Pago,Pago Pago International,P,N,71401,65439,9.11%
561,Western Pacific,American Samoa,FAQ,Fitiuta,Fitiuta,GA,None,2406,2887,-16.66%
13,Western Pacific,Arizona,PHX,Phoenix,Phoenix Sky Harbor International,P,L,21185458,20896265,1.38%
74,Western Pacific,Arizona,TUS,Tucson,Tucson International,P,S,1669928,1594594,4.72%
103,Western Pacific,Arizona,IWA,Mesa,Phoenix-Mesa Gateway,P,S,704247,705731,-0.21%
150,Western Pacific,Arizona,GCN,Grand Canyon,Grand Canyon National Park,P,N,336255,319206,5.34%
171,Western Pacific,Arizona,1G4,Peach Springs,Grand Canyon West,P,N,258038,128739,100.43%
211,Western Pacific,Arizona,IFP,Bullhead City,Laughlin/Bullhead International,P,N,129949,109334,18.86%
252,Western Pacific,Arizona,NYL,Yuma,Yuma MCAS/Yuma International,P,N,79564,74742,6.45%
257,Western Pacific,Arizona,FLG,Flagstaff,Flagstaff Pulliam,P,N,70710,64578,9.50%
343,Western Pacific,Arizona,PGA,Page,Page Municipal,P,N,21347,17435,22.44%
420,Western Pacific,Arizona,1Z1,Whitmore,Grand Canyon Bar Ten Airstrip,GA,None,7983,7825,2.02%
448,Western Pacific,Arizona,PRC,Prescott,Ernest A Love Field,CS,None,5888,3451,70.62%
472,Western Pacific,Arizona,SOW,Show Low,Show Low Regional,CS,None,4917,4139,18.80%
599,Western Pacific,Arizona,CHD,Chandler,Chandler Municipal,GA,None,1689,104,1524.04%
653,Western Pacific,Arizona,SDL,Scottsdale,Scottsdale,GA,None,953,828,15.10%
740,Western Pacific,Arizona,DMA,Tucson,Davis Monthan AFB,GA,None,362,565,-35.93%
826,Western Pacific,Arizona,FHU,Fort Huachuca,Sierra Vista Municipal-Libby AAF,GA,None,110,245,-55.10%
859,Western Pacific,Arizona,L41,Marble Canyon,Marble Canyon,GA,None,66,137,-51.82%
865,Western Pacific,Arizona,0V7,Kayenta,Kayenta,GA,None,62,142,-56.34%
895,Western Pacific,Arizona,GYR,Goodyear,Phoenix Goodyear,GA,None,45,22,104.55%
1029,Western Pacific,Arizona,MZJ,Pinal (County),Pinal Airpark,GA,None,15,5,200.00%
1037,Western Pacific,Arizona,HII,Lake Havasu City,Lake Havasu City,GA,None,14,7,100.00%
1051,Western Pacific,Arizona,DVT,Phoenix,Phoenix Deer Valley,GA,None,12,13,-7.69%
1057,Western Pacific,Arizona,L37,Peach Springs,Grand Canyon Caverns,GA,None,12,9,33.33%
1060,Western Pacific,Arizona,SEZ,Sedona,Sedona,GA,None,12,9,33.33%
1077,Western Pacific,Arizona,GEU,Glendale,Glendale Municipal,GA,None,10,10,0.00%
1088,Western Pacific,Arizona,AVQ,Marana,Marana Regional,GA,None,9,2,350.00%
1114,Western Pacific,Arizona,IGM,Kingman,Kingman,GA,None,7,23,-69.57%
1132,Western Pacific,Arizona,E25,Wickenburg,Wickenburg Municipal,GA,None,6,4,50.00%
1229,Western Pacific,Arizona,FFZ,Mesa,Falcon Field,GA,None,3,3,0.00%
2,Western Pacific,California,LAX,Los Angeles,Los Angeles International,P,L,41232432,39636042,4.03%
7,Western Pacific,California,SFO,San Francisco International Airport,San Francisco International,P,L,26900048,25707101,4.64%
25,Western Pacific,California,SAN,San Diego,San Diego International,P,L,11139933,10340164,7.73%
36,Western Pacific,California,OAK,Oakland,Metropolitan Oakland International,P,M,6413842,5934639,8.07%
37,Western Pacific,California,SJC,San Jose,Norman Y Mineta San Jose International,P,M,6130878,5321603,15.21%
41,Western Pacific,California,SMF,Sacramento,Sacramento International,P,M,5341595,4969366,7.49%
42,Western Pacific,California,SNA,Santa Ana,John Wayne Airport-Orange County,P,M,5082716,5217242,-2.58%
58,Western Pacific,California,BUR,Burbank,Bob Hope,P,M,2402106,2077892,15.60%
60,Western Pacific,California,ONT,Ontario,Ontario International,P,M,2247645,2104625,6.80%
67,Western Pacific,California,LGB,Long Beach,Long Beach /Daugherty Field/,P,S,1830745,1386357,32.05%
87,Western Pacific,California,PSP,Palm Springs,Palm Springs International,P,S,1055970,995801,6.04%
102,Western Pacific,California,FAT,Fresno,Fresno Yosemite International,P,S,755140,761298,-0.81%
145,Western Pacific,California,SBA,Santa Barbara,Santa Barbara Municipal,P,N,356608,329751,8.14%
185,Western Pacific,California,SBP,San Luis Obispo,San Luis County Regional,P,N,197594,162719,21.43%
186,Western Pacific,California,MRY,Monterey,Monterey Regional,P,N,197099,192136,2.58%
189,Western Pacific,California,STS,Santa Rosa,Charles M Schulz - Sonoma County,P,N,195296,167151,16.84%
232,Western Pacific,California,BFL,Bakersfield,Meadows Field,P,N,99472,100433,-0.96%
236,Western Pacific,California,SCK,Stockton,Stockton Metropolitan,P,N,96201,93076,3.36%
262,Western Pacific,California,ACV,Arcata,California Redwood Coast-Humboldt County,P,N,65932,69732,-5.45%
288,Western Pacific,California,RDD,Redding,Redding Municipal,P,N,42361,43414,-2.43%
329,Western Pacific,California,SMX,Santa Maria,Santa Maria Public/Capt G Allan Hancock Field,P,N,24527,40120,-38.87%
342,Western Pacific,California,MMH,Mammoth Lakes,Mammoth Yosemite,P,N,21352,21826,-2.17%
375,Western Pacific,California,CCR,Concord,Buchanan Field,P,N,14517,67,21567.16%
351,Western Pacific,California,VCV,Victorville,Southern California Logistics,GA,None,19337,17538,10.26%
358,Western Pacific,California,RIV,Riverside,March ARB,GA,None,18279,14719,24.19%
381,Western Pacific,California,TRK,Truckee,Truckee-Tahoe,GA,None,12792,10385,23.18%
416,Western Pacific,California,MCE,Merced,Merced Regional/Macready Field,CS,None,8318,9426,-11.75%
434,Western Pacific,California,CEC,Crescent City,Jack McNamara Field,CS,None,6802,8667,-21.52%
444,Western Pacific,California,IPL,Imperial,Imperial County,CS,None,6136,4136,48.36%
447,Western Pacific,California,CRQ,Carlsbad,McClellan-Palomar,CS,None,5931,180,3195.00%
588,Western Pacific,California,NKX,San Diego,Miramar MCAS (Joe Foss Field),GA,None,1860,1968,-5.49%
617,Western Pacific,California,VNY,Van Nuys,Van Nuys,GA,None,1404,467,200.64%
643,Western Pacific,California,NTD,Point Mugu,Point Mugu NAS,GA,None,1045,842,24.11%
652,Western Pacific,California,SUU,Fairfield,Travis AFB,GA,None,963,1475,-34.71%
709,Western Pacific,California,NJK,El Centro,El Centro NAF,GA,None,551,465,18.49%
723,Western Pacific,California,IYK,Inyokern,Inyokern,GA,None,444,0,0.00%
743,Western Pacific,California,NZY,San Diego,North Island NAS /Halsey Field/,GA,None,349,315,10.79%
761,Western Pacific,California,APC,Napa,Napa County,GA,None,283,87,225.29%
769,Western Pacific,California,SLI,Los Alamitos,Los Alamitos AAF,GA,None,265,0,0.00%
796,Western Pacific,California,NLC,Lemoore,Lemoore NAS (Reeves Field),GA,None,162,0,0.00%
816,Western Pacific,California,SMO,Santa Monica,Santa Monica Municipal,GA,None,123,57,115.79%
817,Western Pacific,California,TRM,Palm Springs,Jacqueline Cochran Regional,GA,None,123,39,215.38%
840,Western Pacific,California,SDM,San Diego,Brown Field Municipal,GA,None,83,48,72.92%
887,Western Pacific,California,EDW,Edwards,Edwards AFB,GA,None,51,80,-36.25%
909,Western Pacific,California,GOO,Grass Valley,Nevada County,GA,None,40,35,14.29%
914,Western Pacific,California,CMA,Camarillo,Camarillo,GA,None,38,15,153.33%
923,Western Pacific,California,MOD,Modesto,Modesto City County-Harry Sham Field,GA,None,35,85,-58.82%
946,Western Pacific,California,SAC,Sacramento,Sacramento Executive,GA,None,29,32,-9.38%
955,Western Pacific,California,MHR,Sacramento,Sacramento Mather,GA,None,27,460,-94.13%
959,Western Pacific,California,TVL,South Lake Tahoe,Lake Tahoe,GA,None,26,12,116.67%
972,Western Pacific,California,CNO,Chino,Chino,GA,None,23,25,-8.00%
983,Western Pacific,California,F70,Riverside (County),French Valley,GA,None,21,17,23.53%
992,Western Pacific,California,SBD,San Bernardino,San Bernardino International,GA,None,20,18,11.11%
1027,Western Pacific,California,MCC,Sacramento,McClellan Airfield,GA,None,15,4,275.00%
1040,Western Pacific,California,PRB,Paso Robles,Paso Robles Municipal,GA,None,14,19,-26.32%
1045,Western Pacific,California,NUQ,Mountain View,Moffett Federal Airfield,GA,None,13,46,-71.74%
1054,Western Pacific,California,HHR,Hawthorne,Jack Northrop Field/Hawthorne Municipal,GA,None,12,9,33.33%
1061,Western Pacific,California,TOA,Torrance,Zamperini Field,GA,None,12,0,0.00%
1071,Western Pacific,California,SEE,San Diego,Gillespie Field,GA,None,11,25,-56.00%
1079,Western Pacific,California,HWD,Hayward,Hayward Executive,GA,None,10,9,11.11%
1081,Western Pacific,California,OXR,Oxnard,Oxnard,GA,None,10,8,25.00%
1108,Western Pacific,California,RAL,Riverside,Riverside Municipal,GA,None,8,4,100.00%
1138,Western Pacific,California,L08,Borrego Springs,Borrego Valley,GA,None,6,0,0.00%
1144,Western Pacific,California,PAO,Palo Alto,Palo Alto,GA,None,6,3,100.00%
1208,Western Pacific,California,SQL,San Carlos,San Carlos,GA,None,4,0,0.00%
1219,Western Pacific,California,A30,Fort Jones,Scott Valley,GA,None,3,0,0.00%
1235,Western Pacific,California,MHV,Mojave,Mojave Air and Space Port,GA,None,3,0,0.00%
1249,Western Pacific,California,UDD,Palm Springs,Bermuda Dunes,GA,None,3,3,0.00%
1252,Western Pacific,California,VIS,Visalia,Visalia Municipal,GA,None,3,86,-96.51%
1259,Western Pacific,California,2O1,Quincy,Gansner Field,GA,None,2,0,0.00%
1292,Western Pacific,California,HJO,Hanford,Hanford Municipal,GA,None,2,2,0.00%
1299,Western Pacific,California,LVK,Livermore,Livermore Municipal,GA,None,2,2,0.00%
1315,Western Pacific,California,SIY,Montague,Siskiyou County,GA,None,2,2,0.00%
1334,Western Pacific,California,BIH,Bishop,Bishop,GA,None,1,0,0.00%
1342,Western Pacific,California,CVH,Hollister,Hollister Municipal,GA,None,1,3,-66.67%
1349,Western Pacific,California,JAQ,Jackson,Westover Field Amador County,GA,None,1,0,0.00%
1359,Western Pacific,California,WVI,Watsonville,Watsonville Municipal,GA,None,1,0,0.00%
9999,Western Pacific,California,CIC,Chico,Chico Municipal,GA,None,0,0,0.00%
5,Northwest Mountain,Colorado,DEN,Denver,Denver International,P,L,29809097,28267394,5.45%
99,Northwest Mountain,Colorado,COS,Colorado Springs,City of Colorado Springs Municipal,P,S,815839,657694,24.05%
173,Northwest Mountain,Colorado,ASE,Aspen,Aspen-Pitkin County/Sardy Field,P,N,244808,254392,-3.77%
177,Northwest Mountain,Colorado,GJT,Grand Junction,Grand Junction Regional,P,N,223452,218319,2.35%
191,Northwest Mountain,Colorado,DRO,Durango,Durango-La Plata County,P,N,186917,187789,-0.46%
197,Northwest Mountain,Colorado,EGE,Eagle,Eagle County Regional,P,N,154577,163840,-5.65%
215,Northwest Mountain,Colorado,MTJ,Montrose,Montrose Regional,P,N,123206,116272,5.96%
235,Northwest Mountain,Colorado,HDN,Hayden,Yampa Valley,P,N,96403,107339,-10.19%
310,Northwest Mountain,Colorado,GUC,Gunnison,Gunnison-Crested Butte Regional,P,N,32250,34979,-7.80%
421,Northwest Mountain,Colorado,CEZ,Cortez,Cortez Municipal,CS,None,7890,4564,72.87%
438,Northwest Mountain,Colorado,ALS,Alamosa,San Luis Valley Regional/Bergman Field,CS,None,6494,3863,68.11%
501,Northwest Mountain,Colorado,PUB,Pueblo,Pueblo Memorial,CS,None,3833,2377,61.25%
527,Northwest Mountain,Colorado,FNL,Loveland,Northern Colorado Regional,GA,None,3198,4559,-29.85%
562,Northwest Mountain,Colorado,TEX,Telluride,Telluride Regional,GA,None,2392,133,1698.50%
749,Northwest Mountain,Colorado,APA,Englewood,Centennial,GA,None,338,347,-2.59%
752,Northwest Mountain,Colorado,BJC,Broomfield,Rocky Mountain Metropolitan,GA,None,331,556,-40.47%
809,Northwest Mountain,Colorado,RIL,Rifle,Rifle Garfield County,GA,None,131,27,385.19%
1182,Northwest Mountain,Colorado,BKF,Aurora,Buckley AFB,GA,None,4,0,0.00%
1267,Northwest Mountain,Colorado,AEJ,Buena Vista,Central Colorado Regional,GA,None,2,2,0.00%
1291,Northwest Mountain,Colorado,GXY,Greeley,Greeley-Weld County,GA,None,2,21,-90.48%
53,New England,Connecticut,BDL,Windsor Locks,Bradley International,P,M,3164647,2982194,6.12%
317,New England,Connecticut,HVN,New Haven,Tweed-New Haven,P,N,28669,27911,2.72%
660,New England,Connecticut,DXR,Danbury,Danbury Municipal,GA,None,885,858,3.15%
807,New England,Connecticut,OXC,Oxford,Waterbury-Oxford,GA,None,132,87,51.72%
815,New England,Connecticut,BDR,Bridgeport,Igor I Sikorsky Memorial,GA,None,124,141,-12.06%
930,New England,Connecticut,GON,Groton,Groton-New London,GA,None,32,84,-61.90%
980,New England,Connecticut,HFD,Hartford,Hartford-Brainard,GA,None,22,53,-58.49%
1122,New England,Connecticut,4B8,Plainville,Robertson Field,GA,None,6,8,-25.00%
1140,New England,Connecticut,MMK,Meriden,Meriden Markham Municipal,GA,None,6,10,-40.00%
1316,New England,Connecticut,SNC,Chester,Chester,GA,None,2,2,0.00%
675,Eastern,Delaware,DOV,Dover,Dover AFB,GA,None,792,463,71.06%
726,Eastern,Delaware,ILG,Wilmington,New Castle,GA,None,434,1043,-58.39%
1091,Eastern,Delaware,GED,Georgetown,Delaware Coastal,GA,None,9,21,-57.14%
12,Southern,Florida,MCO,Orlando,Orlando International,P,L,21565448,20283541,6.32%
14,Southern,Florida,MIA,Miami,Miami International,P,L,20709225,20875813,-0.80%
19,Southern,Florida,FLL,Fort Lauderdale,Fort Lauderdale/Hollywood International,P,L,15817043,14263270,10.89%
29,Southern,Florida,TPA,Tampa,Tampa International,P,L,9548580,9194994,3.85%
45,Southern,Florida,RSW,Fort Myers,Southwest Florida International,P,M,4364224,4239261,2.95%
54,Southern,Florida,PBI,West Palm Beach,Palm Beach International,P,M,3110450,3100624,0.32%
55,Southern,Florida,JAX,Jacksonville,Jacksonville International,P,M,2701861,2729129,-1.00%
78,Southern,Florida,SFB,Sanford,Orlando Sanford International,P,S,1434990,1341699,6.95%
89,Southern,Florida,PIE,Clearwater,St Pete-Clearwater International,P,S,1023471,915672,11.77%
98,Southern,Florida,PNS,Pensacola,Pensacola International,P,S,839248,792916,5.84%
108,Southern,Florida,PGD,Punta Gorda,Punta Gorda,P,S,643563,558482,15.23%
113,Southern,Florida,SRQ,Sarasota,Sarasota/Bradenton International,P,S,590941,589860,0.18%
117,Southern,Florida,VPS,Valparaiso,Eglin AFB/Destin-Ft Walton Beach,P,S,567633,440002,29.01%
130,Southern,Florida,ECP,Panama City,Northwest Florida Beaches International,P,S,454712,434302,4.70%
137,Southern,Florida,EYW,Key West,Key West International,P,N,392381,380505,3.12%
146,Southern,Florida,TLH,Tallahassee,Tallahassee International,P,N,350174,345404,1.38%
147,Southern,Florida,DAB,Daytona Beach,Daytona Beach International,P,N,346470,342495,1.16%
178,Southern,Florida,MLB,Melbourne,Melbourne International,P,N,221928,220360,0.71%
180,Southern,Florida,GNV,Gainesville,Gainesville Regional,P,N,218578,206330,5.94%
388,Southern,Florida,SGJ,Saint Augustine,Northeast Florida Regional,P,N,11431,28462,-59.84%
376,Southern,Florida,NIP,Jacksonville,Jacksonville NAS (Towers Field),GA,None,14305,6598,116.81%
407,Southern,Florida,VRB,Vero Beach,Vero Beach Regional,CS,None,9110,4581,98.86%
587,Southern,Florida,HRT,Mary Esther,Hurlburt Field,GA,None,1886,2161,-12.73%
651,Southern,Florida,PAM,Panama City,Tyndall AFB,GA,None,968,623,55.38%
667,Southern,Florida,OPF,Miami,Miami-Opa Locka Executive,GA,None,828,1250,-33.76%
687,Southern,Florida,NQX,Key West,Key West NAS /Boca Chica Field/,GA,None,662,813,-18.57%
715,Southern,Florida,APF,Naples,Naples Municipal,GA,None,505,1337,-62.23%
716,Southern,Florida,FXE,Fort Lauderdale,Fort Lauderdale Executive,GA,None,490,317,54.57%
717,Southern,Florida,COF,Cocoa Beach,Patrick AFB,GA,None,476,458,3.93%
766,Southern,Florida,MCF,Tampa,MacDill AFB,GA,None,268,305,-12.13%
774,Southern,Florida,BCT,Boca Raton,Boca Raton,GA,None,246,323,-23.84%
776,Southern,Florida,LAL,Lakeland,Lakeland Linder Regional,GA,None,239,223,7.17%
787,Southern,Florida,ORL,Orlando,Executive,GA,None,175,114,53.51%
806,Southern,Florida,NPA,Pensacola,Pensacola NAS/Forrest Sherman Field,GA,None,132,632,-79.11%
819,Southern,Florida,TMB,Miami,Miami Executive,GA,None,119,245,-51.43%
830,Southern,Florida,HST,Homestead,Homestead ARB,GA,None,103,327,-68.50%
842,Southern,Florida,SUA,Stuart,Witham Field,GA,None,81,289,-71.97%
846,Southern,Florida,FPR,Fort Pierce,Treasure Coast International,GA,None,73,25,192.00%
860,Southern,Florida,FMY,Fort Myers,Page Field,GA,None,65,58,12.07%
874,Southern,Florida,DTS,Destin,Destin Executive,GA,None,58,23,152.17%
922,Southern,Florida,ISM,Kissimmee,Kissimmee Gateway,GA,None,35,39,-10.26%
965,Southern,Florida,CEW,Crestview,Bob Sikes,GA,None,24,0,0.00%
976,Southern,Florida,VNC,Venice,Venice Municipal,GA,None,23,26,-11.54%
1002,Southern,Florida,F45,West Palm Beach,North Palm Beach County General Aviation,GA,None,18,0,0.00%
1021,Southern,Florida,OCF,Ocala,Ocala International-Jim Taylor Field,GA,None,16,103,-84.47%
1044,Southern,Florida,LEE,Leesburg,Leesburg International,GA,None,13,23,-43.48%
1059,Southern,Florida,MTH,Marathon,The Florida Keys Marathon International,GA,None,12,28,-57.14%
1085,Southern,Florida,07FA,Key Largo,Ocean Reef Club,GA,None,9,25,-64.00%
1089,Southern,Florida,BKV,Brooksville,Brooksville-Tampa Bay Regional,GA,None,9,9,0.00%
1161,Southern,Florida,GIF,Winter Haven,Winter Haven's Gilbert,GA,None,5,5,0.00%
1183,Southern,Florida,BOW,Bartow,Bartow Municipal,GA,None,4,4,0.00%
1191,Southern,Florida,FHB,Fernandina Beach,Fernandina Beach Municipal,GA,None,4,8,-50.00%
1250,Southern,Florida,VDF,Tampa,Tampa Executive,GA,None,3,0,0.00%
1286,Southern,Florida,FIN,Bunnell,Flagler Executive,GA,None,2,0,0.00%
1298,Southern,Florida,LCQ,Lake City,Lake City Gateway,GA,None,2,2,0.00%
1320,Southern,Florida,TIX,Titusville,Space Coast Regional,GA,None,2,18,-88.89%
1346,Southern,Florida,FA54,Placida,Coral Creek,GA,None,1,0,0.00%
1,Southern,Georgia,ATL,Atlanta,Hartsfield - Jackson Atlanta International,P,L,50251964,50501858,-0.49%
85,Southern,Georgia,SAV,Savannah,Savannah/Hilton Head International,P,S,1192340,1056265,12.88%
161,Southern,Georgia,AGS,Augusta,Augusta Regional at Bush Field,P,N,288834,270797,6.66%
277,Southern,Georgia,CSG,Columbus,Columbus,P,N,49773,44813,11.07%
286,Southern,Georgia,VLD,Valdosta,Valdosta Regional,P,N,43738,40275,8.60%
298,Southern,Georgia,ABY,Albany,Southwest Georgia Regional,P,N,37920,34226,10.79%
300,Southern,Georgia,BQK,Brunswick,Brunswick Golden Isles,P,N,36433,36054,1.05%
400,Southern,Georgia,SVN,Savannah,Hunter AAF,GA,None,10591,6316,67.69%
474,Southern,Georgia,MCN,Macon,Middle Georgia Regional,GA,None,4857,860,464.77%
525,Southern,Georgia,PDK,Atlanta,Dekalb-Peachtree,CS,None,3259,472,590.47%
637,Southern,Georgia,AHN,Athens,Athens/Ben Epps,GA,None,1161,1433,-18.98%
673,Southern,Georgia,WRB,Warner Robins,Robins AFB,GA,None,799,666,19.97%
683,Southern,Georgia,LSF,Fort Benning (U.S. Army),Lawson AAF (Fort Benning),GA,None,701,1727,-59.41%
711,Southern,Georgia,VAD,Valdosta,Moody AFB,GA,None,522,274,90.51%
721,Southern,Georgia,MGE,Marietta,Dobbins Air Reserve Base,GA,None,468,30,1460.00%
854,Southern,Georgia,SSI,Brunswick,McKinnon St Simons Island,GA,None,67,41,63.41%
926,Southern,Georgia,FTY,Atlanta,Fulton County Airport-Brown Field,GA,None,33,58,-43.10%
1009,Southern,Georgia,TVI,Thomasville,Thomasville Regional,GA,None,17,6,183.33%
1053,Southern,Georgia,FFC,Peachtree City,Atlanta Regional Falcon Field,GA,None,12,1,1100.00%
1101,Southern,Georgia,DNL,Augusta,Daniel Field,GA,None,8,12,-33.33%
1134,Southern,Georgia,GA2,Williamson,Alexander Memorial,GA,None,6,0,0.00%
1153,Southern,Georgia,BGE,Bainbridge,Decatur County Industrial Air Park,GA,None,5,4,25.00%
1157,Southern,Georgia,EBA,Elberton,Elbert County-Patz Field,GA,None,5,0,0.00%
1169,Southern,Georgia,RMG,Rome,Richard B Russell Regional - J H Towers Field,GA,None,5,5,0.00%
1223,Southern,Georgia,AYS,Waycross,Waycross-Ware County,GA,None,3,9,-66.67%
1263,Southern,Georgia,3J7,Greensboro,Greene County Regional,GA,None,2,28,-92.86%
1300,Southern,Georgia,LZU,Lawrenceville,Gwinnett County - Briscoe Field,GA,None,2,2,0.00%
1310,Southern,Georgia,PUJ,Dallas,Paulding Northwest Atlanta,GA,None,2,2,0.00%
1311,Southern,Georgia,RYY,Marietta,Cobb County International-McCollum Field,GA,None,2,63,-96.83%
1351,Southern,Georgia,LGC,La Grange,La Grange-Callaway,GA,None,1,4,-75.00%
1355,Southern,Georgia,MUL,Moultrie,Spence,GA,None,1,0,0.00%
75,Western Pacific,Guam,GUM,Tamuning,Guam International,P,S,1566429,1444299,8.46%
623,Western Pacific,Guam,UAM,"Andersen,Mariana Island",Andersen AFB,GA,None,1368,2711,-49.54%
28,Western Pacific,Hawaii,HNL,Honolulu,Daniel K Inouye International,P,L,9743989,9656340,0.91%
51,Western Pacific,Hawaii,OGG,Kahului,Kahului,P,M,3442189,3352813,2.67%
70,Western Pacific,Hawaii,KOA,Kailua Kona,Ellison Onizuka Kona International at Keahole,P,S,1764995,1569602,12.45%
76,Western Pacific,Hawaii,LIH,Lihue,Lihue,P,S,1535075,1458940,5.22%
106,Western Pacific,Hawaii,ITO,Hilo,Hilo International,P,S,664790,640757,3.75%
248,Western Pacific,Hawaii,MKK,Kaunakakai,Molokai,P,N,84139,92560,-9.10%
297,Western Pacific,Hawaii,LNY,Lanai City,Lanai,P,N,37993,43275,-12.21%
301,Western Pacific,Hawaii,JHM,Lahaina,Kapalua,GA,None,35760,30131,18.68%
456,Western Pacific,Hawaii,LUP,Kalaupapa,Kalaupapa,CS,None,5598,6119,-8.51%
483,Western Pacific,Hawaii,MUE,Kamuela,Waimea-Kohala,CS,None,4407,4445,-0.85%
533,Western Pacific,Hawaii,HNM,Hana,Hana,CS,None,2967,2211,34.19%
83,Central,Iowa,DSM,Des Moines,Des Moines International,P,S,1257521,1216357,3.38%
116,Central,Iowa,CID,Cedar Rapids,The Eastern Iowa,P,S,574636,547786,4.90%
291,Central,Iowa,SUX,Sioux City,Sioux Gateway/Col Bud Day Field,P,N,41787,36413,14.76%
293,Central,Iowa,DBQ,Dubuque,Dubuque Regional,P,N,40324,37954,6.24%
321,Central,Iowa,ALO,Waterloo,Waterloo Regional,P,N,27358,27069,1.07%
424,Central,Iowa,BRL,Burlington,Southeast Iowa Regional,CS,None,7759,7086,9.50%
426,Central,Iowa,MCW,Mason City,Mason City Municipal,CS,None,7502,7734,-3.00%
432,Central,Iowa,FOD,Fort Dodge,Fort Dodge Regional,CS,None,7140,7271,-1.80%
605,Central,Iowa,IOW,Iowa City,Iowa City Municipal,GA,None,1559,1576,-1.08%
698,Central,Iowa,AMW,Ames,Ames Municipal,GA,None,607,378,60.58%
758,Central,Iowa,CIN,Carroll,Arthur N Neu,GA,None,300,200,50.00%
829,Central,Iowa,IKV,Ankeny,Ankeny Regional,GA,None,105,16,556.25%
906,Central,Iowa,SPW,Spencer,Spencer Municipal,GA,None,41,3,1266.67%
973,Central,Iowa,EST,Estherville,Estherville Municipal,GA,None,23,0,0.00%
1167,Central,Iowa,MIW,Marshalltown,Marshalltown Municipal,GA,None,5,0,0.00%
1168,Central,Iowa,PEA,Pella,Pella Municipal,GA,None,5,0,0.00%
1203,Central,Iowa,RDK,Red Oak,Red Oak Municipal,GA,None,4,0,0.00%
1273,Central,Iowa,CBF,Council Bluffs,Council Bluffs Municipal,GA,None,2,2,0.00%
1348,Central,Iowa,GGI,Grinnell,Grinnell Regional,GA,None,1,1,0.00%
69,Northwest Mountain,Idaho,BOI,Boise,Boise Air Terminal/Gowen Field,P,S,1777642,1633507,8.82%
201,Northwest Mountain,Idaho,IDA,Idaho Falls,Idaho Falls Regional,P,N,147729,146213,1.04%
244,Northwest Mountain,Idaho,SUN,Hailey,Friedman Memorial,P,N,86641,77729,11.47%
253,Northwest Mountain,Idaho,LWS,Lewiston,Lewiston-Nez Perce County,P,N,76729,72724,5.51%
285,Northwest Mountain,Idaho,TWF,Twin Falls,Joslin Field - Magic Valley Regional,P,N,45736,38869,17.67%
294,Northwest Mountain,Idaho,PIH,Arbon Valley,Pocatello Regional,P,N,40188,34462,16.62%
736,Northwest Mountain,Idaho,MUO,Mountain Home,Mountain Home AFB,GA,None,376,682,-44.87%
795,Northwest Mountain,Idaho,SMN,Salmon,Lemhi County,GA,None,163,179,-8.94%
841,Northwest Mountain,Idaho,65S,Bonners Ferry,Boundary County,GA,None,82,101,-18.81%
934,Northwest Mountain,Idaho,COE,Hayden Lake,Coeur D'Alene - Pappy Boyington Field,GA,None,31,48,-35.42%
1016,Northwest Mountain,Idaho,GIC,Grangeville,Idaho County,GA,None,16,0,0.00%
1065,Northwest Mountain,Idaho,DIJ,Driggs,Driggs-Reed Memorial,GA,None,11,18,-38.89%
1172,Northwest Mountain,Idaho,S68,Orofino,Orofino Municipal,GA,None,5,0,0.00%
1204,Northwest Mountain,Idaho,S72,Saint Maries,St Maries Municipal,GA,None,4,4,0.00%
1248,Northwest Mountain,Idaho,SZT,Sandpoint,Sandpoint,GA,None,3,2,50.00%
1257,Northwest Mountain,Idaho,1U1,Moose Creek Ranger Station,Moose Creek /USFS/,GA,None,2,0,0.00%
3,Great Lakes,Illinois,ORD,Chicago,Chicago O'Hare International,P,L,38593028,37589899,2.67%
27,Great Lakes,Illinois,MDW,Chicago,Chicago Midway International,P,L,10912074,11044387,-1.20%
151,Great Lakes,Illinois,MLI,Moline,Quad City International,P,N,335940,364393,-7.81%
157,Great Lakes,Illinois,PIA,Peoria,General Downing - Peoria International,P,N,312378,307189,1.69%
193,Great Lakes,Illinois,BMI,Bloomington-Normal Airport,Central IL Regional Airport at Bloomington-Normal,P,N,163475,188490,-13.27%
214,Great Lakes,Illinois,BLV,Belleville,Scott AFB/Midamerica,P,N,123841,79988,54.82%
221,Great Lakes,Illinois,RFD,Rockford,Chicago/Rockford International,P,N,112862,101790,10.88%
231,Great Lakes,Illinois,CMI,Savoy,University of Illinois-Willard,P,N,100133,89318,12.11%
239,Great Lakes,Illinois,SPI,Springfield,Abraham Lincoln Capital,P,N,92048,93269,-1.31%
394,Great Lakes,Illinois,MWA,Marion,Veterans Airport of Southern Illinois,P,N,11029,10044,9.81%
415,Great Lakes,Illinois,DEC,Decatur,Decatur,CS,None,8324,8453,-1.53%
425,Great Lakes,Illinois,UIN,Quincy,Quincy Regional-Baldwin Field,CS,None,7709,7847,-1.76%
485,Great Lakes,Illinois,CPS,Cahokia,St Louis Downtown,GA,None,4303,3586,19.99%
